Cmdline: /system/bin/simpleperf record --app com.example.openxcpro.debug --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 --add-meta-info app_type=debuggable -f 400 --duration 95
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 63564
Event count: 255784272155

Overhead  Sample  Command                      Pid    Tid    Shared Object                                                                                                                     Symbol
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.findSegmentSend
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.os.PerfettoTrackEventExtra$Builder.endNested
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.map.MapScreenReplayCoordinator$liveGpsProfileFlow$2.invokeSuspend
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.GroupKind.access$getGroup$cp
0.00%     4       DefaultDispatch              15948  16094  [JIT app cache]                                                                                                                   java.lang.Double.isInfinite
0.00%     3       DefaultDispatch              15948  16062  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler.runSafely
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkDeque::push_back()
0.00%     2       RenderThread                 15948  15978  /apex/com.android.art/lib64/libart.so                                                                                             art::JniDecodeReferenceResult(_jobject*, art::Thread*)
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+89e0d8]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.SnapshotStateKt.derivedStateObservers
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlin.collections.CollectionsKt___CollectionsKt.joinToString$default
0.00%     2       RenderThread 20              15948  16067  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!ec782d1b4e410f7025b036ac8cccc6!0c393b63cf!
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          android::uirenderer::RenderProperties::promotedToLayer() const
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+66d714]
0.00%     2       RenderThread                 15948  15978  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!9301d09420d4d25f5f3d295684c79d!0c393b63cf!
0.00%     4       DefaultDispatch              15948  16003  [JIT app cache]                                                                                                                   com.example.xcpro.glider.PolarCalculator.$r8$lambda$Oiu1-Izmx6q-H3ub2qqnU5GeqBk
0.00%     2       RenderThread                 15948  15978  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!5dbcab9ddd1f30dd3fe8a7ede82307!0c393b63cf!
0.00%     3       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.inStack
0.00%     3       DefaultDispatch              15948  15971  [JIT app cache]                                                                                                                   kotlin.Result.constructor-impl
0.00%     2       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannel.updateCellReceive
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5b6328]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannelKt.access$getSUSPEND_NO_WAITER$p
0.00%     3       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   java.lang.Double.valueOf
0.00%     2       DefaultDispatch              15948  16004  [JIT app cache]                                                                                                                   java.util.ArrayList.size
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6ac9d0]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.ui1.VarioDialConfigSupportKt.stripUnit
0.00%     2       com.example.openxcpro.debug  15948  15948  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  auto auto jni::MakeNativeMethod<auto jni::NativeMethodMaker<void (auto jni::NativePeerMemberFunctionMethod<void (mbgl::android::Layer::*)(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&), &(mbgl::android::Layer::setProperty(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&))>::operator()<mbgl::android::Layer, mbgl::android::Layer, void>(jni::Field<mbgl::android::Layer, long> const&)::'lambda'(_JNIEnv&, jni::Object<mbgl::android::Layer>&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&)::*)(_JNIEnv&, jni::Object<mbgl::android::Layer>&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&) const>::operator()<auto jni::NativePeerMemberFunctionMethod<void (mbgl::android::Layer::*)(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&), &(mbgl::android::Layer::setProperty(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&))>::operator()<mbgl::android::Layer, mbgl::android::Layer, void>(jni::Field<mbgl::android::Layer, long> const&)::'lambda'(_JNIEnv&, jni::Object<mbgl::android::Layer>&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&)>(char const*, auto jni::NativePeerMemberFunctionMethod<void (mbgl::android::Layer::*)(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&), &(mbgl::android::Layer::setProperty(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&))>::operator()<mbgl::android::Layer, mbgl::android::Layer, void>(jni::Field<mbgl::android::Layer, long> const&)::'lambda'(_JNIEnv&, jni::Object<mbgl::android::Layer>&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&) const&)::'lambda'(_JNIEnv*, jni::jobject*, jni::jstring*, jni::jobject*)>(char const*, char const*, auto jni::NativePeerMemberFunctionMethod<void (mbgl::android::Layer::*)(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&), &(mbgl::android::Layer::setProperty(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&))>::operator()<mbgl::android::Layer, mbgl::android::Layer, void>(jni::Field<mbgl::android::Layer, long> const&)::'lambda'(_JNIEnv&, jni::Object<mbgl::android::Layer>&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&) const&, std::__ndk1::enable_if<std::is_class<auto jni::NativePeerMemberFunctionMethod<void (mbgl::android::Layer::*)(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&), &(mbgl::android::Layer::setProperty(_JNIEnv&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&))>::operator()<mbgl::android::Layer, mbgl::android::Layer, void>(jni::Field<mbgl::android::Layer, long> const&)::'lambda'(_JNIEnv&, jni::Object<mbgl::android::Layer>&, jni::Object<jni::StringTag> const&, jni::Object<jni::ObjectTag> const&)>::value, void>::type*)::'lambda'(_JNIEnv*, auto...)::__invoke<jni::jobject*, jni::jstring*, jni::jobject*>(_JNIEnv*, auto...)
0.00%     3       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.runWorker
0.00%     2       com.example.openxcpro.debug  15948  15948  /apex/com.android.art/lib64/libart.so                                                                                             art::arm64::Arm64Context::FillCalleeSaves(unsigned char*, art::QuickMethodFrameInfo const&)
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+661b3c]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.changelist.ChangeList.pushUpdateNode
0.00%     4       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   com.example.xcpro.common.glider.PolarPoint.getSpeedMs
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   java.lang.Class.cast
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkArenaAlloc::~SkArenaAlloc()
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrRenderTarget::~GrRenderTarget()
0.00%     4       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   kotlinx.coroutines.JobKt__JobKt.ensureActive
0.00%     4       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater.compareAndSet
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5f8290]
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6657fc]
0.00%     3       DefaultDispatch              15948  16004  /apex/com.android.art/lib64/libart.so                                                                                             __aarch64_cas8_acq_rel
0.00%     2       RenderThread                 15948  15978  /system/lib64/libgui.so                                                                                                           android::SurfaceComposerClient::Transaction::setReleaseBufferCallback(android::BufferData*, std::__1::function<void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>)
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8a302c]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.selects.SelectImplementation.trySelectInternal
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.ui.graphics.layer.GraphicsLayerV29.draw
0.00%     2       RenderThread                 15948  15978  /system/lib64/libgui.so                                                                                                           android::BLASTBufferQueue::mergePendingTransactions(android::SurfaceComposerClient::Transaction*, unsigned long)
0.00%     4       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater.accessCheck
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+4bd098]
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkRRect::setRectRadii(SkRect const&, SkPoint const*)
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+4c098c]
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrBufferAllocPool::GrBufferAllocPool(GrGpu*, GrGpuBufferType, sk_sp<GrBufferAllocPool::CpuBufferCache>)
0.00%     2       com.example.openxcpro.debug  15948  15948  /apex/com.android.i18n/lib64/libicuuc.so                                                                                          u_iscntrl_76
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6c5dc0]
0.00%     2       RenderThread 20              15948  16067  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!845b688cb6a94d37ea988540c34d0f!0c393b63cf!
0.00%     4       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   kotlin.jvm.internal.Intrinsics.areEqual
0.00%     2       DefaultDispatch              15948  16002  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    clock_gettime
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.map.ui.MapTrafficContentUiStateKt.rememberTimedVisibility$lambda$9
0.00%     2       Worker 4                     15948  16066  /apex/com.android.art/lib64/libart.so                                                                                             art::(anonymous namespace)::CheckJNI::PushLocalFrame(_JNIEnv*, int) (.__uniq.99033978352804627313491551960229047428.llvm.12386659457840031734)
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.ui.node.LayoutNode.getNodes$ui_release
0.00%     2       DefaultDispatch              15948  16094  [JIT app cache]                                                                                                                   com.example.xcpro.weather.wind.data.WindSensorFusionRepository.processSample
0.00%     4       DefaultDispatch              15948  16003  [JIT app cache]                                                                                                                   android.os.MessageQueue.enqueueMessageLegacy
0.00%     2       RenderThread                 15948  15978  /system/lib64/libGLESv2.so                                                                                                        glBindFramebuffer
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6adf64]
0.00%     2       DefaultDispatch              15948  15971  /apex/com.android.art/lib64/libart.so                                                                                             art::ClassLinker::FindResolvedMethod(art::ObjPtr<art::mirror::Class>, art::ObjPtr<art::mirror::DexCache>, art::ObjPtr<art::mirror::ClassLoader>, unsigned int)
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.tasks.racing.boundary.RacingBoundaryEpsilonPolicy.epsilonMeters
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8d20e0]
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6725e4]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6c6254]
0.00%     4       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   java.lang.Double.doubleValue
0.00%     3       DefaultDispatch              15948  16092  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.WorkQueue.getLastScheduledTask$volatile$FU
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5f932c]
0.00%     2       RenderThread                 15948  15978  /vendor/lib64/egl/libGLESv2_adreno.so                                                                                             !!!0000!2fd56e9c5b53db670868dde9f6e83a!0c393b63cf!
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+867328]
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+65b78c]
0.00%     1       binder:15948_5               15948  16038  /system/lib64/libgui.so                                                                                                           android::ReleaseCallbackId::readFromParcel(android::Parcel const*)
0.00%     4       Worker 2                     15948  16064  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    pthread_mutex_unlock
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6ae084]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.map.ui.effects.MapComposeEffects$DisplayPoseEffects$4$1$$ExternalSyntheticLambda0.invoke
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+65fc04]
0.00%     2       DefaultDispatch              15948  16004  [JIT app cache]                                                                                                                   java.util.Arrays$ArrayItr.next
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.map.ui.MapOverlayStackKt.MapGestureHandlerRuntimeLayer
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlin.text.StringsKt__StringsKt.indexOf
0.00%     4       DefaultDispatch              15948  16003  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.inStack
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.Choreographer$FrameData.-$$Nest$fgetmFrameTimeNanos
0.00%     3       DefaultDispatch              15948  16001  [JIT app cache]                                                                                                                   java.lang.Class.isPrimitive
0.00%     4       DefaultDispatch              15948  16092  /apex/com.android.art/lib64/libart.so                                                                                             art::RuntimeCallbacks::ThreadParkStart(bool, long)::$_0::operator()() const (.__uniq.14038455983609747804623791479376661822.llvm.13733245575607600863)
0.00%     3       DefaultDispatch              15948  16092  /apex/com.android.art/lib64/libart.so                                                                                             art::ArtMethod* art::FindMethodToCall<(art::InvokeType)2>(art::Thread*, art::ArtMethod*, art::ObjPtr<art::mirror::Object>*, art::Instruction const&, bool, bool*)
0.00%     3       Worker 1                     15948  16063  /apex/com.android.art/lib64/libart.so                                                                                             art::JNIEnvExt::PushFrame(int)
0.00%     3       DefaultDispatch              15948  16062  [JIT app cache]                                                                                                                   kotlinx.coroutines.CancellableContinuationImpl.isCompleted
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  mbgl::android::MapRenderer::render(_JNIEnv&)
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   android.view.ViewRootImpl.recycleQueuedInputEvent
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+5bf490]
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6c2a84]
0.00%     2       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   com.example.xcpro.livefollow.model.LiveOwnshipSnapshot.<init>
0.00%     2       RenderThread                 15948  15978  /apex/com.android.art/lib64/libart.so                                                                                             art::(anonymous namespace)::ScopedCheck::Check(art::ScopedObjectAccess&, bool, char const*, art::(anonymous namespace)::JniValueType*) (.__uniq.99033978352804627313491551960229047428)
0.00%     2       Jit thread pool              15948  15955  /apex/com.android.art/lib64/libart.so                                                                                             art::ElfBuilder<art::ElfTypes64>::Section::End()
0.00%     3       DefaultDispatch              15948  16094  /apex/com.android.art/lib64/libart.so                                                                                             art::ArtMethod::GetShorty(unsigned int*)
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.runtime.RecomposeScopeImpl.getAnchor
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkImageInfo::Make(int, int, SkColorType, SkAlphaType, sk_sp<SkColorSpace>)
0.00%     2       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.ChannelResult$Companion.failure-PtdJZtk
0.00%     3       DefaultDispatch              15948  15971  [JIT app cache]                                                                                                                   kotlinx.coroutines.CoroutineDispatcher.get
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6677c8]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   kotlinx.coroutines.channels.BufferedChannelKt.access$getDONE_RCV$p
0.00%     3       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   com.example.xcpro.glider.PolarCalculator.sinkFromPoints$lambda$5
0.00%     3       DefaultDispatch              15948  16092  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.pollGlobalQueues
0.00%     1       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8d8dc8]
0.00%     4       Worker 4                     15948  16066  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                    scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig> >::pushBlocks(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig> > >*, unsigned long, unsigned int*, unsigned int)
0.00%     2       Jit thread pool              15948  15955  /apex/com.android.art/lib64/libart.so                                                                                             vixl::aarch64::Assembler::MoveWide(vixl::aarch64::Register const&, unsigned long, int, vixl::aarch64::MoveWideImmediateOp)
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+4c09a8]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   java.util.HashMap.resize
0.00%     1       DefaultDispatch              15948  16094  [JIT app cache]                                                                                                                   java.util.Arrays.sort
0.00%     2       Jit thread pool              15948  15955  /apex/com.android.art/lib64/libart.so                                                                                             art::HBinaryOperation::TryStaticEvaluation() const
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkImage::SkImage(SkImageInfo const&, unsigned int)
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.foundation.layout.BoxKt.placeInBox
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          GrGLOpsRenderPass::set(GrRenderTarget*, bool, SkIRect const&, GrSurfaceOrigin, GrOpsRenderPass::LoadAndStoreInfo const&, GrOpsRenderPass::StencilLoadAndStoreInfo const&)
0.00%     3       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   kotlin.collections.builders.ListBuilder$Itr.hasNext
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+8c84f8]
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   com.example.xcpro.tasks.racing.navigation.RacingNavigationState.copy$default
0.00%     4       DefaultDispatch              15948  15998  [JIT app cache]                                                                                                                   kotlinx.coroutines.JobKt__JobKt.ensureActive
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   androidx.compose.ui.node.NodeCoordinator.onMeasured
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          SkPathRef::Editor::Editor(sk_sp<SkPathRef>*, int, int, int)
0.00%     2       RenderThread                 15948  15978  /system/lib64/libhwui.so                                                                                                          skgpu::ganesh::StrokeRectOp::(anonymous namespace)::AAStrokeRectOp::onPrepareDraws(GrMeshDrawTarget*) (.__uniq.91195498870744400974371906956417644396)
0.00%     2       RenderThread 20              15948  16067  /system/lib64/android.hardware.graphics.mapper@4.0.so                                                                             @plt
0.00%     2       DefaultDispatch              15948  15971  [JIT app cache]                                                                                                                   java.util.Arrays$ArrayItr.hasNext
0.00%     2       com.example.openxcpro.debug  15948  15948  [JIT app cache]                                                                                                                   java.util.concurrent.ConcurrentHashMap.get
0.00%     3       DefaultDispatch              15948  15973  [JIT app cache]                                                                                                                   kotlin.collections.builders.ListBuilder$Itr.checkForComodification
0.00%     3       DefaultDispatch              15948  16007  [JIT app cache]                                                                                                                   kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1$1.emit
0.00%     2       RenderThread 20              15948  16067  /apex/com.android.runtime/lib64/bionic/libm.so                                                                                    atanf
0.00%     3       DefaultDispatch              15948  16005  [JIT app cache]                                                                                                                   java.util.DualPivotQuicksort.insertionSort
0.00%     2       com.example.openxcpro.debug  15948  15948  /system/lib64/libminikin.so                                                                                                       minikin::Layout::doLayout(minikin::U16StringPiece const&, minikin::Range const&, minikin::Bidi, minikin::MinikinPaint const&, minikin::StartHyphenEdit, minikin::EndHyphenEdit, minikin::RunFlag)
0.00%     3       Worker 1                     15948  16063  /apex/com.android.art/lib64/libart.so                                                                                             art::Monitor::MonitorExit(art::Thread*, art::ObjPtr<art::mirror::Object>)
0.00%     3       Jit thread pool              15948  15955  /apex/com.android.art/lib64/libart.so                                                                                             art::HControlFlowSimplifier::TryGenerateSelectSimpleDiamondPattern(art::HBasicBlock*, art::SafeMap<art::HInstruction*, art::HSelect*, std::__1::less<art::HInstruction*>, art::ScopedArenaAllocatorAdapter<std::__1::pair<art::HInstruction* const, art::HSelect*> > >*)
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+83c2e4]
0.00%     2       Worker 1                     15948  16063  /system/lib64/libhwui.so                                                                                                          PredictorAdd13_NEON(unsigned int const*, unsigned int const*, int, unsigned int*) (.__uniq.315639698917566957925888630624012452375)
0.00%     2       com.example.openxcpro.debug  15948  15948  /apex/com.android.art/lib64/libdexfile.so                                                                                         @plt
0.00%     3       DefaultDispatch              15948  15972  [JIT app cache]                                                                                                                   kotlinx.coroutines.scheduling.CoroutineScheduler$Worker.runWorker
0.00%     2       RenderThread 20              15948  16067  /data/app/~~NwAT2SQ4078dynu9RtmJjA==/com.example.openxcpro.debug-ZxHze3utdOz5ZfC_AdjxVg==/base.apk!/lib/arm64-v8a/libmaplibre.so  libmaplibre.so[+6b1de4]
